SURVEY:  YSE
SNID:  2021hiz
otherID: 
IAUC:    UNKNOWN
RA:        186.4236500  deg
DECL:       7.2284050  deg
MWEBV:    0.022 +- 0.001 MW E(B-V)
REDSHIFT_FINAL: 0.0033 +- 0.005 (SPEC-Z, HELIO)
PHOTO_Z: 0.0050 +- 0.005 (W/ POSTERIOR)
VETTED_PSO_NAME: PSO J122541.533+071344.203 
VETTED_PS1_OBJID: 116671864231535215 
VETTED_HOST_GALAXY_STATUS: N 
SN_OFFSET_TO_VETTED_HOST_GALAXY_CENTER: 44.444 arcsec
VETTED_HOST_GALAXY_COORDS(RA, DECL)[deg]: (186.4273, 7.2166) 
VETTED_HOST_GALAXY_NAME: IC 3322A (NED)
VETTED_HOST_GALAXY_REDSHIFT: 0.0033 +- 0.005 (HOST-Z, HELIO)
SEARCH_PEAKMJD: 59320.310
HOST_LOGMASS: -99.0000 +- -99.0000
PEAK_ABS_MAG: -17.718
SPEC_CLASS: SN Ia-norm
SPEC_CLASS_BROAD: SN Ia
PARSNIP_PRED: SN Ia
PARSNIP_CONF: 100.0
PARSNIP_S1: 0.108 +- 0.01
PARSNIP_S2: -0.074 +- 0.021
PARSNIP_S3: 1.422 +- 0.016
SUPERRAENN_PRED: SN II
SUPERRAENN_CONF: 64.0
SET_ZTF_FP: 27.500
PEAK_SNR: 784.985
MAX_MJD_GAP(days): 95.262
NOBS_BEFORE_PEAK: 36
NOBS_TO_PEAK: 37
NOBS_AFTER_PEAK: 182
SEARCH_PEAKMAG: 13.051
SEARCH_PEAKFLT: g
PEAKMAG_YSE-r/ZTF-r(Y): 13.177
PEAKFLT_YSE-r/ZTF-r(Y): r
FILTERS: zXiYrg
MASK_USED: Not NA Mag, FLUXCALERR > 0, MAGERR <= 1.5, SNR >= 4, PM_PEAKMJD = 757, FLAG = 0x00
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021hiz.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 0.872 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS_AFTER_MASK: 219
NVAR: 8
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG
OBS: 59323.300 g NULL 483242.553 992.797 13.290 0.002 0x00
OBS: 59323.316 Y 473 504235.594 696.972 13.243 0.002 0x00
OBS: 59325.277 Y 473 459211.152 647.344 13.345 0.002 0x00
OBS: 59325.325 X 473 447492.036 651.431 13.373 0.002 0x00
OBS: 59334.273 Y 473 265640.653 511.110 13.939 0.002 0x00
OBS: 59334.440 i NULL 160769.810 405.095 14.484 0.003 0x00
OBS: 59334.440 r NULL 278280.436 467.795 13.889 0.002 0x00
OBS: 59335.390 z NULL 232057.900 699.260 14.086 0.003 0x00
OBS: 59335.390 r NULL 267426.957 495.812 13.932 0.002 0x00
OBS: 59336.256 X 473 205138.935 421.641 14.220 0.002 0x00
OBS: 59336.310 Y 473 251418.180 491.835 13.999 0.002 0x00
OBS: 59336.440 i NULL 167471.003 367.885 14.440 0.002 0x00
OBS: 59336.440 r NULL 261226.556 475.176 13.957 0.002 0x00
OBS: 59337.260 i NULL 150490.978 434.986 14.556 0.003 0x00
OBS: 59338.255 Y 473 253559.161 492.286 13.990 0.002 0x00
OBS: 59338.280 z NULL 239704.410 573.252 14.051 0.003 0x00
OBS: 59338.280 g NULL 182457.315 424.663 14.347 0.003 0x00
OBS: 59338.312 X 473 168317.127 402.016 14.435 0.003 0x00
OBS: 59340.228 X 473 147272.628 369.614 14.580 0.003 0x00
OBS: 59342.260 g NULL 129664.817 337.262 14.718 0.003 0x00
OBS: 59342.260 r NULL 234453.796 459.975 14.075 0.002 0x00
OBS: 59342.275 Y 473 227389.390 475.919 14.108 0.002 0x00
OBS: 59342.317 X 473 114596.030 337.341 14.852 0.003 0x00
OBS: 59343.260 g NULL 118520.799 358.906 14.816 0.003 0x00
OBS: 59343.260 i NULL 184913.517 393.225 14.333 0.002 0x00
OBS: 59344.246 Y 473 224367.159 463.977 14.123 0.002 0x00
OBS: 59344.254 X 473 106466.513 313.567 14.932 0.003 0x00
OBS: 59344.260 g NULL 110623.396 332.171 14.890 0.003 0x00
OBS: 59344.270 z NULL 233228.722 526.703 14.081 0.002 0x00
OBS: 59345.270 r NULL 215695.211 430.690 14.165 0.002 0x00
OBS: 59345.270 g NULL 101578.274 302.592 14.983 0.003 0x00
OBS: 59346.280 g NULL 95025.523 322.836 15.055 0.004 0x00
OBS: 59346.280 i NULL 190111.768 393.748 14.302 0.002 0x00
OBS: 59347.178 X 473 88841.651 292.359 15.128 0.004 0x00
OBS: 59347.360 z NULL 214277.289 522.074 14.173 0.003 0x00
OBS: 59347.360 g NULL 88167.152 298.100 15.137 0.004 0x00
OBS: 59349.176 Y 473 185263.463 433.170 14.331 0.003 0x00
OBS: 59349.210 X 473 69356.215 262.658 15.397 0.004 0x00
OBS: 59349.370 i NULL 176394.223 422.730 14.384 0.003 0x00
OBS: 59349.370 g NULL 76637.440 322.410 15.289 0.005 0x00
OBS: 59350.260 r NULL 166140.625 342.208 14.449 0.002 0x00
OBS: 59350.260 g NULL 71211.724 323.183 15.369 0.005 0x00
OBS: 59351.260 i NULL 158420.026 406.407 14.500 0.003 0x00
OBS: 59351.260 g NULL 67383.756 284.801 15.429 0.005 0x00
OBS: 59352.208 X 473 55969.726 258.448 15.630 0.005 0x00
OBS: 59352.238 Y 473 130801.720 413.284 14.708 0.003 0x00
OBS: 59352.260 z NULL 168667.946 489.451 14.432 0.003 0x00
OBS: 59353.380 g NULL 61516.878 294.431 15.528 0.005 0x00
OBS: 59353.380 r NULL 133896.758 322.876 14.683 0.003 0x00
OBS: 59354.179 X 473 52788.128 264.546 15.694 0.005 0x00
OBS: 59354.211 Y 473 119780.476 375.843 14.804 0.003 0x00
OBS: 59358.254 X 473 46051.656 368.139 15.842 0.009 0x00
OBS: 59358.310 Y 473 96960.940 467.779 15.034 0.005 0x00
OBS: 59359.340 i NULL 95556.554 352.865 15.049 0.004 0x00
OBS: 59359.350 r NULL 97740.410 288.983 15.025 0.003 0x00
OBS: 59360.330 z NULL 98968.441 400.475 15.011 0.004 0x00
OBS: 59360.340 r NULL 93849.198 311.664 15.069 0.004 0x00
OBS: 59361.214 Y 473 89574.666 319.451 15.120 0.004 0x00
OBS: 59361.254 X 473 45267.263 290.850 15.861 0.007 0x00
OBS: 59361.370 r NULL 90894.898 261.227 15.104 0.003 0x00
OBS: 59361.370 i NULL 87649.219 294.160 15.143 0.004 0x00
OBS: 59362.360 z NULL 88796.915 416.317 15.129 0.005 0x00
OBS: 59362.360 r NULL 87581.933 276.404 15.144 0.003 0x00
OBS: 59363.207 Y 473 83751.295 284.154 15.193 0.004 0x00
OBS: 59363.211 X 473 40916.117 203.383 15.970 0.005 0x00
OBS: 59363.330 i NULL 80334.536 253.312 15.238 0.003 0x00
OBS: 59363.330 r NULL 84349.045 269.347 15.185 0.003 0x00
OBS: 59364.380 r NULL 82616.511 273.735 15.207 0.004 0x00
OBS: 59364.380 z NULL 79497.046 350.398 15.249 0.005 0x00
OBS: 59365.191 X 473 40271.625 204.035 15.988 0.006 0x00
OBS: 59365.330 i NULL 74055.843 257.703 15.326 0.004 0x00
OBS: 59365.340 r NULL 79151.355 294.471 15.254 0.004 0x00
OBS: 59366.400 g NULL 39924.244 213.759 15.997 0.006 0x00
OBS: 59366.400 i NULL 71336.419 272.054 15.367 0.004 0x00
OBS: 59367.192 Y 473 75700.986 292.820 15.302 0.004 0x00
OBS: 59367.330 g NULL 40255.345 199.936 15.988 0.005 0x00
OBS: 59367.330 z NULL 68456.460 294.283 15.411 0.005 0x00
OBS: 59368.280 g NULL 39066.041 219.518 16.021 0.006 0x00
OBS: 59368.280 r NULL 72041.563 274.654 15.356 0.004 0x00
OBS: 59369.207 Y 473 69574.491 269.724 15.394 0.004 0x00
OBS: 59369.229 X 473 35469.617 203.093 16.125 0.006 0x00
OBS: 59370.280 g NULL 38185.431 190.772 16.045 0.005 0x00
OBS: 59370.280 i NULL 61625.320 227.179 15.526 0.004 0x00
OBS: 59371.191 X 473 35903.969 200.691 16.112 0.006 0x00
OBS: 59371.270 r NULL 65147.497 286.987 15.465 0.005 0x00
OBS: 59371.270 g NULL 37443.341 284.295 16.067 0.008 0x00
OBS: 59372.350 i NULL 56644.835 293.112 15.617 0.006 0x00
OBS: 59372.350 g NULL 36794.573 213.663 16.086 0.006 0x00
OBS: 59373.211 Y 473 57358.346 258.947 15.604 0.005 0x00
OBS: 59373.257 X 473 32044.329 208.215 16.236 0.007 0x00
OBS: 59373.270 g NULL 35891.056 203.568 16.113 0.006 0x00
OBS: 59373.270 z NULL 49650.880 271.799 15.760 0.006 0x00
OBS: 59374.320 r NULL 59583.429 250.953 15.562 0.005 0x00
OBS: 59374.320 g NULL 35128.338 227.473 16.136 0.007 0x00
OBS: 59375.187 X 473 31677.330 201.854 16.248 0.007 0x00
OBS: 59376.280 g NULL 34393.849 239.372 16.159 0.008 0x00
OBS: 59376.280 z NULL 41881.045 279.236 15.945 0.007 0x00
OBS: 59377.187 X 473 33441.147 193.257 16.189 0.006 0x00
OBS: 59377.211 Y 473 56596.616 248.959 15.618 0.005 0x00
OBS: 59377.280 g NULL 33691.823 220.009 16.181 0.007 0x00
OBS: 59377.280 r NULL 54382.086 236.879 15.661 0.005 0x00
OBS: 59378.280 i NULL 47325.134 201.373 15.812 0.005 0x00
OBS: 59378.280 g NULL 33381.152 211.029 16.191 0.007 0x00
OBS: 59379.208 X 473 32256.853 184.887 16.228 0.006 0x00
OBS: 59379.213 Y 473 53871.821 253.554 15.672 0.005 0x00
OBS: 59379.330 z NULL 37095.309 256.292 16.077 0.008 0x00
OBS: 59379.330 g NULL 32184.543 212.103 16.231 0.007 0x00
OBS: 59380.270 r NULL 49578.227 275.979 15.762 0.006 0x00
OBS: 59380.280 g NULL 32186.364 247.866 16.231 0.008 0x00
OBS: 59381.279 X 473 31357.019 911.746 16.259 0.032 0x00
OBS: 59385.237 Y 473 39884.904 346.248 15.998 0.009 0x00
OBS: 59387.218 Y 473 40320.392 319.491 15.986 0.009 0x00
OBS: 59387.270 r NULL 39397.558 235.633 16.011 0.006 0x00
OBS: 59387.270 z NULL 25125.506 247.374 16.500 0.011 0x00
OBS: 59388.290 i NULL 32589.082 201.067 16.217 0.007 0x00
OBS: 59388.290 r NULL 38494.444 231.881 16.037 0.007 0x00
OBS: 59389.300 r NULL 37302.704 208.237 16.071 0.006 0x00
OBS: 59389.300 z NULL 23064.234 222.378 16.593 0.010 0x00
OBS: 59390.280 i NULL 30730.894 241.783 16.281 0.009 0x00
OBS: 59390.280 r NULL 36374.280 267.987 16.098 0.008 0x00
OBS: 59391.248 X 473 25505.502 317.202 16.483 0.014 0x00
OBS: 59391.290 r NULL 35582.512 195.539 16.122 0.006 0x00
OBS: 59391.290 z NULL 20941.432 201.736 16.697 0.010 0x00
OBS: 59392.330 i NULL 28645.811 175.173 16.357 0.007 0x00
OBS: 59392.330 r NULL 33128.548 174.414 16.199 0.006 0x00
OBS: 59393.193 Y 473 33771.654 219.172 16.179 0.007 0x00
OBS: 59393.270 r NULL 33736.156 177.009 16.180 0.006 0x00
OBS: 59393.270 z NULL 19306.030 216.250 16.786 0.012 0x00
OBS: 59394.280 r NULL 32319.625 193.284 16.226 0.006 0x00
OBS: 59394.280 i NULL 27546.539 152.093 16.400 0.006 0x00
OBS: 59395.290 r NULL 31833.755 186.582 16.243 0.006 0x00
OBS: 59395.290 z NULL 17535.522 169.178 16.890 0.010 0x00
OBS: 59396.300 g NULL 24539.371 176.847 16.525 0.008 0x00
OBS: 59396.300 i NULL 24679.580 156.409 16.519 0.007 0x00
OBS: 59397.300 g NULL 24402.036 185.667 16.531 0.008 0x00
OBS: 59397.300 z NULL 16236.351 173.099 16.974 0.012 0x00
OBS: 59399.290 i NULL 23280.430 181.031 16.583 0.008 0x00
OBS: 59399.290 g NULL 23662.339 200.635 16.565 0.009 0x00
OBS: 59400.280 z NULL 14721.710 193.982 17.080 0.014 0x00
OBS: 59400.280 g NULL 23435.962 188.286 16.575 0.009 0x00
OBS: 59401.280 g NULL 22586.486 175.250 16.615 0.008 0x00
OBS: 59401.280 r NULL 25631.564 182.957 16.478 0.008 0x00
OBS: 59402.290 i NULL 20812.217 150.770 16.704 0.008 0x00
OBS: 59402.290 g NULL 21976.771 155.395 16.645 0.008 0x00
OBS: 59403.270 g NULL 22062.342 170.374 16.641 0.008 0x00
OBS: 59403.270 z NULL 12711.112 194.545 17.240 0.017 0x00
OBS: 59404.280 g NULL 22287.774 198.455 16.630 0.010 0x00
OBS: 59404.280 r NULL 24048.825 170.413 16.547 0.008 0x00
OBS: 59405.290 i NULL 18935.084 364.518 16.807 0.021 0x00
OBS: 59405.290 g NULL 22080.596 346.187 16.640 0.017 0x00
OBS: 59406.290 z NULL 11729.856 199.511 17.327 0.018 0x00
OBS: 59406.290 g NULL 21255.086 187.675 16.681 0.010 0x00
OBS: 59414.280 i NULL 14703.704 182.860 17.081 0.014 0x00
OBS: 59414.280 r NULL 17892.228 196.472 16.868 0.012 0x00
OBS: 59415.270 r NULL 16570.779 241.869 16.952 0.016 0x00
OBS: 59415.270 z NULL 8693.080 307.655 17.652 0.038 0x00
OBS: 59416.270 r NULL 16656.106 270.828 16.946 0.018 0x00
OBS: 59416.280 i NULL 13945.685 226.967 17.139 0.018 0x00
OBS: 59417.270 r NULL 16053.987 316.053 16.986 0.021 0x00
OBS: 59417.270 z NULL 8548.454 456.448 17.670 0.058 0x00
OBS: 59420.270 r NULL 14807.940 169.210 17.074 0.012 0x00
OBS: 59420.270 i NULL 12901.279 186.196 17.223 0.016 0x00
OBS: 59421.280 r NULL 14056.163 258.867 17.130 0.020 0x00
OBS: 59421.280 z NULL 7128.238 271.149 17.868 0.041 0x00
OBS: 59423.270 z NULL 7085.145 208.574 17.874 0.032 0x00
OBS: 59423.280 r NULL 13237.844 158.721 17.195 0.013 0x00
OBS: 59518.542 Y 473 1707.072 267.286 19.433 0.171 0x00
OBS: 59521.545 Y 473 1443.944 328.034 19.616 0.255 0x00
OBS: 59522.544 Y 473 1698.225 252.675 19.432 0.166 0x00
OBS: 59529.536 Y 473 1331.521 205.151 19.721 0.175 0x00
OBS: 59530.536 Y 473 1303.904 279.330 19.740 0.244 0x00
OBS: 59531.537 Y 473 1356.105 137.640 19.671 0.111 0x00
OBS: 59532.539 Y 473 1393.591 188.126 19.641 0.147 0x00
OBS: 59540.542 Y 473 1154.170 165.340 19.844 0.156 0x00
END:
